Datetime,Open,High,Low,Close,Volume
2026-08-24 01:00:00+00:00,246.0,246.5,245.0,245.5,0
2026-08-24 01:05:00+00:00,245.5,245.5,244.0,244.5,876000
2026-08-24 01:10:00+00:00,244.5,245.0,244.0,245.0,311174
2026-08-24 01:15:00+00:00,245.0,245.5,245.0,245.0,1189828
2026-08-24 01:20:00+00:00,245.5,246.0,245.0,245.5,882986
2026-08-24 01:25:00+00:00,245.0,245.5,244.5,245.0,660150
2026-08-24 01:30:00+00:00,245.0,245.0,244.5,245.0,249757
2026-08-24 01:35:00+00:00,245.0,245.0,244.5,245.0,272244
2026-08-24 01:40:00+00:00,245.0,245.5,244.5,245.5,341949
2026-08-24 01:45:00+00:00,245.5,245.5,245.0,245.5,234917
2026-08-24 01:50:00+00:00,245.0,245.5,245.0,245.5,192112
2026-08-24 01:55:00+00:00,245.5,245.5,244.0,244.0,1600313
2026-08-24 02:00:00+00:00,244.0,244.5,243.5,244.0,1506884
2026-08-24 02:05:00+00:00,244.0,244.5,243.5,244.0,319475
2026-08-24 02:10:00+00:00,244.0,245.0,243.5,244.5,234997
2026-08-24 02:15:00+00:00,244.5,245.0,244.5,244.5,122917
2026-08-24 02:20:00+00:00,245.0,245.0,244.5,244.5,161113
2026-08-24 02:25:00+00:00,244.5,245.0,244.5,244.5,107156
2026-08-24 02:30:00+00:00,245.0,245.0,244.5,244.5,120476
2026-08-24 02:35:00+00:00,245.0,245.0,244.5,244.5,113067
2026-08-24 02:40:00+00:00,245.0,245.5,244.5,245.5,414445
2026-08-24 02:45:00+00:00,245.5,245.5,245.0,245.5,126955
2026-08-24 02:50:00+00:00,245.0,245.5,245.0,245.5,98279
2026-08-24 02:55:00+00:00,245.0,245.5,245.0,245.0,142661
2026-08-24 03:00:00+00:00,245.5,245.5,245.0,245.5,107020
2026-08-24 03:05:00+00:00,245.0,245.5,245.0,245.5,154383
2026-08-24 03:10:00+00:00,245.0,245.5,245.0,245.5,145227
2026-08-24 03:15:00+00:00,245.0,245.5,244.0,244.0,612823
2026-08-24 03:20:00+00:00,244.0,244.5,244.0,244.0,646047
2026-08-24 03:25:00+00:00,244.5,244.5,244.0,244.0,175646
2026-08-24 03:30:00+00:00,244.5,244.5,244.0,244.0,87863
2026-08-24 03:35:00+00:00,244.0,244.5,244.0,244.5,105851
2026-08-24 03:40:00+00:00,244.0,244.5,244.0,244.0,100087
2026-08-24 03:45:00+00:00,244.0,244.5,244.0,244.0,106743
2026-08-24 03:50:00+00:00,244.0,244.5,244.0,244.5,142220
2026-08-24 03:55:00+00:00,244.5,244.5,244.0,244.0,115559
2026-08-24 04:00:00+00:00,244.0,244.5,244.0,244.5,105666
2026-08-24 04:05:00+00:00,244.0,244.5,243.5,243.5,847723
2026-08-24 04:10:00+00:00,243.5,244.0,243.5,243.5,138015
2026-08-24 04:15:00+00:00,243.5,244.5,243.5,244.5,609700
2026-08-24 04:20:00+00:00,244.0,244.5,244.0,244.5,56307
2026-08-24 04:25:00+00:00,244.5,244.5,244.0,244.0,90794
2026-08-24 04:30:00+00:00,244.5,244.5,244.0,244.0,109012
2026-08-24 04:35:00+00:00,244.5,244.5,244.0,244.0,99105
2026-08-24 04:40:00+00:00,244.0,244.5,244.0,244.0,122625
2026-08-24 04:45:00+00:00,244.0,244.5,244.0,244.0,148036
2026-08-24 04:50:00+00:00,244.0,244.5,244.0,244.0,190184
2026-08-24 04:55:00+00:00,244.0,244.5,244.0,244.5,199385
2026-08-24 05:00:00+00:00,244.0,244.5,244.0,244.0,850331
2026-08-24 05:05:00+00:00,244.0,244.5,244.0,244.5,377493
2026-08-24 05:10:00+00:00,244.5,244.5,244.0,244.0,243730
2026-08-24 05:15:00+00:00,244.5,244.5,244.0,244.5,413968
2026-08-24 05:20:00+00:00,244.5,244.5,243.5,244.0,1118984
2026-08-25 01:00:00+00:00,242.0,242.0,241.0,241.5,2322000
2026-08-25 01:05:00+00:00,241.5,242.0,240.5,241.0,1251000
2026-08-25 01:10:00+00:00,241.0,241.0,239.5,240.5,3380702
