Datetime,Open,High,Low,Close,Volume
2026-09-01 01:00:00+00:00,34.5,34.79999923706055,34.5,34.79999923706055,0
2026-09-01 01:05:00+00:00,34.79999923706055,35.099998474121094,34.79999923706055,35.0,319000
2026-09-01 01:10:00+00:00,35.0,35.0,34.849998474121094,34.900001525878906,121226
2026-09-01 01:15:00+00:00,34.849998474121094,34.900001525878906,34.849998474121094,34.900001525878906,78327
2026-09-01 01:20:00+00:00,34.849998474121094,34.900001525878906,34.849998474121094,34.849998474121094,153004
2026-09-01 01:25:00+00:00,34.849998474121094,35.0,34.849998474121094,34.95000076293945,97492
2026-09-01 01:30:00+00:00,34.95000076293945,35.25,34.900001525878906,35.25,1094058
2026-09-01 01:35:00+00:00,35.25,35.29999923706055,35.150001525878906,35.20000076293945,599362
2026-09-01 01:40:00+00:00,35.150001525878906,35.20000076293945,35.150001525878906,35.150001525878906,156500
2026-09-01 01:45:00+00:00,35.150001525878906,35.20000076293945,35.150001525878906,35.150001525878906,97147
2026-09-01 01:50:00+00:00,35.150001525878906,35.20000076293945,35.150001525878906,35.150001525878906,92612
2026-09-01 01:55:00+00:00,35.150001525878906,35.20000076293945,35.150001525878906,35.150001525878906,171760
2026-09-01 02:00:00+00:00,35.20000076293945,35.20000076293945,35.099998474121094,35.20000076293945,197321
2026-09-01 02:05:00+00:00,35.150001525878906,35.20000076293945,35.099998474121094,35.099998474121094,134271
2026-09-01 02:10:00+00:00,35.150001525878906,35.150001525878906,35.04999923706055,35.099998474121094,80429
2026-09-01 02:15:00+00:00,35.04999923706055,35.099998474121094,35.04999923706055,35.04999923706055,52822
2026-09-01 02:20:00+00:00,35.04999923706055,35.099998474121094,35.04999923706055,35.04999923706055,97018
2026-09-01 02:25:00+00:00,35.04999923706055,35.099998474121094,35.04999923706055,35.04999923706055,60628
2026-09-01 02:30:00+00:00,35.099998474121094,35.099998474121094,35.04999923706055,35.04999923706055,61079
2026-09-01 02:35:00+00:00,35.099998474121094,35.099998474121094,35.04999923706055,35.099998474121094,109090
2026-09-01 02:40:00+00:00,35.099998474121094,35.099998474121094,35.04999923706055,35.04999923706055,218582
2026-09-01 02:45:00+00:00,35.04999923706055,35.04999923706055,35.04999923706055,35.04999923706055,50006
2026-09-01 02:50:00+00:00,35.04999923706055,35.04999923706055,35.04999923706055,35.04999923706055,195786
2026-09-01 02:55:00+00:00,35.04999923706055,35.099998474121094,35.0,35.099998474121094,222540
2026-09-01 03:00:00+00:00,35.04999923706055,35.099998474121094,35.04999923706055,35.099998474121094,89459
2026-09-01 03:05:00+00:00,35.0,35.04999923706055,35.0,35.0,21448
2026-09-01 03:10:00+00:00,35.0,35.04999923706055,34.95000076293945,34.95000076293945,129816
